probe	logFC	AveExpr	t	P.Value	adj.P.Val	B	symbol
ILMN_1671891	1.95112639466667	9.49905146371429	24.0882189124361	1.45010381827668e-09	7.59683189950491e-08	12.5947077766543	PID1
ILMN_1681644	2.03014910233333	10.604715369	24.0488688939545	1.47156501822608e-09	7.68188205248136e-08	12.5790429233426	BIRC3
ILMN_2408543	2.36244035083333	10.4520875214286	24.0488330758146	1.47158471280247e-09	7.68188205248136e-08	12.5790286523157	PLAUR
ILMN_2175112	2.96984793416667	8.74536619771428	24.0406204156511	1.47610815857961e-09	7.69178423914661e-08	12.5757558953084	KCNS3
ILMN_1815530	2.09017493141667	5.93614953242857	23.973027440835	1.51392842492137e-09	7.86197292179174e-08	12.548775618843	GCKR
ILMN_1731223	1.94532551258333	6.05302724128571	23.9726583609669	1.51413786166657e-09	7.86197292179174e-08	12.5486280799922	AMPD3
ILMN_2299795	-1.67058024158333	8.30681748042857	-23.9120973752509	1.54894245403224e-09	8.01548821105153e-08	12.5243868346437	CPM
ILMN_1672229	-1.98693295483334	8.00238566142857	-23.9114619199042	1.54931232089874e-09	8.01548821105153e-08	12.5241321365777	FGF12
ILMN_1674934	1.72009392608333	6.12434121257143	23.9069958346686	1.55191456911942e-09	8.01548821105153e-08	12.5223418774421	FOXF2
ILMN_2105919	1.82472136141667	6.37995065414286	23.8968474059571	1.55784576735841e-09	8.02096285340954e-08	12.5182725181498	FGF2
ILMN_1736567	1.84406945583333	12.3577686914286	23.8958118506079	1.55845240347961e-09	8.02096285340954e-08	12.5178571755979	CD74
ILMN_1775268	1.84606456791667	8.39852463214286	23.8833084792473	1.5657976708523e-09	8.0446289106859e-08	12.5128408183436	HECW2
ILMN_1721769	1.905139565	6.299700306	23.8631239127835	1.57773644517138e-09	8.09177089261715e-08	12.5047369862994	FBLN2
ILMN_2165354	-1.74682896525	8.60898477785714	-23.8508675783587	1.58503502866834e-09	8.11499140114552e-08	12.4998127477557	DCLK1
ILMN_1691499	2.40989293383333	9.65704785014286	23.809878195419	1.60971711913381e-09	8.22478240342402e-08	12.4833252401555	TJP1
ILMN_1783276	1.63891637916667	7.67946623857143	23.8059633447952	1.6120966705021e-09	8.22478240342402e-08	12.4817489904906	NEXN
ILMN_1699121	1.679710229	5.85591759557143	23.7922570675269	1.62045847771882e-09	8.25306548173836e-08	12.4762282579867	TMEM16B
ILMN_1731777	1.68296358991667	6.05339121828571	23.7460342236687	1.64901402315884e-09	8.37255422859457e-08	12.4575857830513	NTRK1
ILMN_1673805	1.54340442316667	5.880048781	23.7408717360383	1.65223776817379e-09	8.37255422859457e-08	12.4555013178419	GIP
ILMN_2380561	-1.97933440083334	7.86038044228571	-23.7336268320002	1.65677367355908e-09	8.37255422859457e-08	12.4525752366902	PKLR
ILMN_1685703	2.28402588675	8.14318602957143	23.7321435586405	1.65770402530491e-09	8.37255422859457e-08	12.4519760557122	ACOX2
ILMN_1692056	2.4521247075	7.63302901957143	23.7313299358465	1.65821459879968e-09	8.37255422859457e-08	12.4516473692651	HS3ST3A1
ILMN_1677827	1.78304007375	6.52545057714286	23.7175431924705	1.66689275436908e-09	8.40188542370026e-08	12.4460760323029	TLR7
ILMN_2367384	2.02096391233333	5.755230907	23.7098953421635	1.67172843724225e-09	8.41178132038476e-08	12.4429840195311	EPHB2
ILMN_3230880	1.99483920966667	8.23967924314286	23.7020142194509	1.67672788567809e-09	8.42246588886499e-08	12.4397966093371	BEND7
ILMN_2225135	1.84832896591666	8.78932848785714	23.6418937475878	1.71541558394006e-09	8.59379811738675e-08	12.4154453807137	GCNT1
ILMN_2174215	1.58263347333333	5.77437299542857	23.6394811196439	1.71698862821e-09	8.59379811738675e-08	12.4144668250008	DIRAS3
ILMN_1661861	3.42605345733333	7.63373763342857	23.6354201871336	1.71963998524454e-09	8.59379811738675e-08	12.4128194866567	CSF2
ILMN_1673566	1.863079631	10.816636786	23.5568447567475	1.7718450307353e-09	8.83960506389832e-08	12.3808869011995	ADAMTS1
ILMN_1752520	3.34266326583333	8.31020956942857	23.5220924872454	1.79549236074651e-09	8.94234588171115e-08	12.3667284660456	SLFN11
ILMN_1746552	1.87500259408333	8.64012943842857	23.503400044618	1.80835619914869e-09	8.99112246045323e-08	12.3591039806748	WDR17
ILMN_1661777	1.62854127325	5.71121909228571	23.4430792864584	1.85056955726225e-09	9.18541177702118e-08	12.3344566468382	NR3C2
ILMN_1685472	-1.788826101	7.95156129657143	-23.4115635010936	1.87305818324965e-09	9.28130438180474e-08	12.3215529549791	LRRTM4
ILMN_1749962	2.056799636	8.33292093571429	23.3704406102865	1.90285876011443e-09	9.41304371451878e-08	12.3046886354224	NCAM2
ILMN_1696537	-1.83603064333333	10.9946151057143	-23.3316941996025	1.93141851748022e-09	9.53821100917509e-08	12.2887707063285	DDIT4L
ILMN_1697710	1.58316023525	6.53615866357143	23.3240661098241	1.93709691553532e-09	9.55014868206261e-08	12.2856336789047	IL1F7
ILMN_1778010	1.74051404991667	5.91922241442857	23.3010345909212	1.95435427309973e-09	9.61903611558415e-08	12.2761555808372	IL32
ILMN_1678425	-1.62076335783333	5.85911511714286	-23.2921455584895	1.96106026876594e-09	9.63083455165154e-08	12.2724949031558	WFDC8
ILMN_1667162	2.62286924141667	7.159227281	23.2891462362403	1.96332874418165e-09	9.63083455165154e-08	12.2712593966616	NKX3-1
ILMN_3245418	1.56885892325	6.22181557728571	23.2713558048124	1.97684408678957e-09	9.67958496869814e-08	12.2639276170184	FAM180A
ILMN_1761903	2.068309568	10.7928547187143	23.2655089350607	1.98130842049638e-09	9.67958496869814e-08	12.2615167406249	KCNS1
ILMN_1714586	2.73608505125	7.71592044414286	23.2630583709238	1.98318285170527e-09	9.67958496869814e-08	12.2605060973936	VGLL3
ILMN_1797926	-2.07151486241667	8.41543623614286	-23.2388234799467	2.00182624232833e-09	9.7543230460208e-08	12.2505053799545	ROBO2
ILMN_3234932	2.26827028308333	5.93567623014286	23.1851614714341	2.04380226530509e-09	9.94231716602318e-08	12.228322818291	FAM183A
ILMN_1721067	1.76085337	6.57698208271429	23.1663722970272	2.0587294974291e-09	9.99832393569007e-08	12.2205432585873	WISP1
ILMN_1758523	2.08602677358333	6.98439717785714	23.1549995595416	2.06782333882329e-09	1.00258619995762e-07	12.2158312602937	ABCA3
ILMN_2374340	1.7698487575	11.9236288271429	23.1333622966701	2.08524802770362e-09	1.00799644348412e-07	12.2068598011812	PLAUR
ILMN_1664543	1.83204410066666	11.0472653975714	23.1325986626746	2.08586595441823e-09	1.00799644348412e-07	12.206543016865	IFIT3
ILMN_2317493	-1.75930125575	8.34113357071429	-23.0897810419029	2.12084043845175e-09	1.02320942734859e-07	12.1887633006512	SEMA6D
ILMN_2402303	-1.61413321141667	7.32345942657143	-23.0794418316972	2.12938283015544e-09	1.02548454735025e-07	12.1844649004459	SSX4B
ILMN_2149164	1.9280450975	12.9047232057143	23.0756085306201	2.13255963577361e-09	1.02548454735025e-07	12.18287074594	SFRP1
ILMN_1724181	2.40128366975	8.165870771	22.9823159446622	2.21151731710923e-09	1.06170958412367e-07	12.14398845489	IL15
ILMN_1668092	1.95239624408333	6.36453762628571	22.9530592597303	2.23694158810239e-09	1.07215768261176e-07	12.13176128088	ESAM
ILMN_1738680	1.83527516008333	5.78504410457143	22.9347456118077	2.25302100552065e-09	1.07810000239661e-07	12.1240993001521	PLEKHG5
ILMN_1681103	1.94723665958333	5.93848957428571	22.9287875132348	2.25827980363857e-09	1.07885357340221e-07	12.1216052143311	AQP1
ILMN_1778683	-1.86251097975	8.96291524857143	-22.9201818567512	2.26589944064614e-09	1.08073070226909e-07	12.1180016664723	RTN4RL1
ILMN_1689353	2.67698233325	7.26317338442857	22.9084481379929	2.27633467100855e-09	1.08281360015015e-07	12.1130860142802	APLN
ILMN_1749868	1.99138176883333	9.087432098	22.9069604510128	2.27766152532864e-09	1.08281360015015e-07	12.1124625859431	FAM171A1
ILMN_2283195	1.59299892208333	6.047617009	22.891564249871	2.29144369423283e-09	1.08760013915087e-07	12.1060082138039	APOL3
ILMN_1689651	2.32221135275	8.45999132585714	22.8826617945623	2.29945502251295e-09	1.08963657498854e-07	12.1022740927751	KIAA1755
ILMN_1807331	2.01947033508333	8.46289303828572	22.8769440870031	2.30461675763574e-09	1.0903182834792e-07	12.0998750174821	BLID
ILMN_1676980	1.864916119	10.1421108247143	22.8702883144957	2.31064151969823e-09	1.09140543394133e-07	12.0970815619429	MTSS1
ILMN_1758315	1.85151472291667	6.42512404542857	22.8593053265079	2.32062144330591e-09	1.0930439099416e-07	12.0924701189168	SLC9A9
ILMN_2189306	-2.21498119675	8.939870859	-22.858258395091	2.32157525007231e-09	1.0930439099416e-07	12.0920304228201	ROBO2
ILMN_1752810	2.40971633733333	10.6000105668571	22.8526605026713	2.32668258547346e-09	1.09346103093419e-07	12.0896790356594	LARP6
ILMN_2186127	1.82766871125	6.64995368271429	22.8477368551781	2.3311850532496e-09	1.09346103093419e-07	12.0876103722891	ZNF667
ILMN_1776724	1.623542671	9.86562230314286	22.8450318468611	2.33366277730534e-09	1.09346103093419e-07	12.0864736709546	LYPD6
ILMN_2073592	-1.89904032475	8.58262658514286	-22.8250744747801	2.35203369810527e-09	1.0983182674301e-07	12.0780828647276	CAND2
ILMN_1663281	1.89123056216667	6.59819339871429	22.8235201832726	2.35347114735422e-09	1.0983182674301e-07	12.0774290659344	ZNF702P
ILMN_1797236	3.97425082616667	9.89252466842857	22.8215653358741	2.35528042324092e-09	1.0983182674301e-07	12.0766067116064	TGM2
ILMN_2092041	2.969243915	7.57230451757143	22.799988485591	2.37535322113087e-09	1.10537255619378e-07	12.0675250465434	PSCDBP
ILMN_2127379	-2.04296086225	9.601259233	-22.7972044047831	2.37795701008052e-09	1.10537255619378e-07	12.0663525845563	ST6GALNAC3
ILMN_1684982	-1.696324026	8.18901821814286	-22.7788472799602	2.39520473688489e-09	1.11162552646076e-07	12.0586181320829	PDK4
ILMN_1706217	2.9135245515	8.75201024328571	22.7327391601508	2.43914084924322e-09	1.13022531281784e-07	12.0391628717124	TLR4
ILMN_3307935	-1.52448969741667	9.50858498671429	-22.7181055854587	2.45327118080152e-09	1.13381151638132e-07	12.0329797392831	ATP10A
ILMN_2405684	2.05512334133333	9.76509882371429	22.7167099697259	2.45462353213507e-09	1.13381151638132e-07	12.0323898343358	BIRC3
ILMN_1686623	2.50361788266667	7.41227078442857	22.7055836626533	2.46543450950679e-09	1.13701180489616e-07	12.0276855804578	CSF1R
ILMN_1705019	1.94592178383333	6.15705407971429	22.6934521672051	2.47728234558353e-09	1.13965761013395e-07	12.0225536171128	GDNF
ILMN_1740586	2.524430102	8.00131482385714	22.6917449040787	2.47895474698763e-09	1.13965761013395e-07	12.0218311696749	PLA2G2A
ILMN_3238196	2.06224382716667	6.04737203242857	22.6861528832892	2.4844413455653e-09	1.14038973048401e-07	12.0194644510063	CYTH4
ILMN_1813528	2.64068944016667	10.3662294267143	22.6541873039285	2.51606372855988e-09	1.15309743804188e-07	12.0059240525861	CCBE1
ILMN_1703946	2.231662713	9.461371108	22.6489036088223	2.52133351821782e-09	1.15370706376576e-07	12.0036840182057	ADORA2B
ILMN_1673352	2.55127854433333	8.32232462857143	22.63587158496	2.53438359929427e-09	1.15682728952792e-07	11.9981567579124	IFITM2
ILMN_1697499	2.4623886635	6.16257972328571	22.6342098635482	2.53605299599427e-09	1.15682728952792e-07	11.9974517376643	HLA-DRB5
ILMN_1654696	1.84264217558333	5.87592729271429	22.5996330690436	2.57106740676464e-09	1.17033623732937e-07	11.9827696849586	C15orf48
ILMN_1694755	2.07584851591667	6.08541966028571	22.5970929630349	2.57366070288583e-09	1.17033623732937e-07	11.9816901882046	FSD1
ILMN_1805216	2.99778532841667	8.486147613	22.5892996222777	2.58163534035549e-09	1.17214249522962e-07	11.9783773857987	GPC6
ILMN_1785699	3.52411170616667	8.14377521614286	22.5658137691494	2.60583358632956e-09	1.181297779809e-07	11.968386863069	PTHLH
ILMN_1800038	2.12727255091666	6.02278251214286	22.5478460662454	2.62451598894061e-09	1.18792814120751e-07	11.9607364395179	SDC1
ILMN_1769388	-1.48365686983333	7.77879679671429	-22.539731814611	2.63300160205568e-09	1.18992981352161e-07	11.9572794332324	GJB2
ILMN_1685057	2.08067710458333	8.14330105714286	22.4803820098792	2.69599992496252e-09	1.21637570098776e-07	11.9319549152825	SLC22A4
ILMN_1674696	1.59577245183333	5.78371532414286	22.4768266249792	2.69982655162042e-09	1.21637570098776e-07	11.9304356496951	OLAH
ILMN_2233454	1.53326365941666	6.28181034885714	22.429238026558	2.75162925836344e-09	1.23693731685554e-07	11.9100765225086	SPTLC3
ILMN_3239965	2.21274027658333	6.20765884885714	22.4271638645791	2.75391200474581e-09	1.23693731685554e-07	11.9091881533448	IDO1
ILMN_1813100	1.50529762633333	6.61858715785714	22.4185000701383	2.76346976987556e-09	1.23932943661264e-07	11.9054765122387	KIAA1244
ILMN_1801442	1.87674924483333	6.23710966557143	22.3967484875648	2.787628146648e-09	1.24825214487136e-07	11.8961514446928	KRT81
ILMN_2140510	-1.70045175358333	7.694395549	-22.3850599072705	2.80070664180443e-09	1.25219380160676e-07	11.8911366116136	KLHL13
ILMN_1698952	2.01332824366667	6.71444561942857	22.3722257687339	2.81514527101553e-09	1.25673062898917e-07	11.8856271873123	TNFRSF11A
ILMN_1811468	1.829620555	11.29576999	22.3479268024385	2.84270845590614e-09	1.26710376151006e-07	11.8751872429764	IRX3
ILMN_1682831	-1.47727126875	7.49003500728571	-22.3283711334881	2.86510835155452e-09	1.27514738716222e-07	11.8667767518694	NEB
ILMN_3248094	1.90962073366666	6.89760543114286	22.2579559141786	2.94739962476008e-09	1.30978145692108e-07	11.8364297462644	ANO2
ILMN_1772686	-2.04710488616667	8.817924619	-22.2337915200369	2.97624030621625e-09	1.32059389950823e-07	11.8259928122005	FGD3
ILMN_1758978	3.82399331266667	9.09776798814286	22.2288090704844	2.98222575642979e-09	1.32124782567392e-07	11.8238393741438	KLHL4
ILMN_1762139	-2.36929105441667	7.02069384614286	-22.2226141100373	2.98968641058312e-09	1.32255236456082e-07	11.8211611913406	CRB1
ILMN_1724480	1.56931420533333	6.38531441814286	22.2155337363267	2.99823870963757e-09	1.32347618003791e-07	11.8180992902663	AXIN2
ILMN_1721354	1.48468499925	6.45647074114286	22.2134066120893	3.00081332950374e-09	1.32347618003791e-07	11.8171792214819	KRT6B
ILMN_1758672	1.56204449483333	10.1480333718571	22.2035624998622	3.01276034590685e-09	1.32674716887041e-07	11.8129200585814	FAM107B
ILMN_1715189	-1.75853546133334	9.99051459685714	-22.1837788766597	3.03692984984729e-09	1.33239589295028e-07	11.8043545873036	LHX6
ILMN_1684368	1.53560334166667	11.5402300371429	22.182742799486	3.03820152400714e-09	1.33239589295028e-07	11.8039057935392	C5orf62
ILMN_2110422	-1.78952267583333	8.04500980514286	-22.1792328044314	3.04251405498167e-09	1.33239589295028e-07	11.8023852217563	PKD1L1
ILMN_2366445	1.50617600408333	6.556493599	22.1781982737372	3.04378641756441e-09	1.33239589295028e-07	11.8019370035394	KRT80
ILMN_1747386	2.49872811391667	6.11393924085714	22.1598281588914	3.0664781565763e-09	1.33984030743831e-07	11.7939744346893	GLIS3
ILMN_1805930	2.3683097525	8.62910503257143	22.1538791462284	3.07386681697374e-09	1.33984030743831e-07	11.7913943681014	CSF1
ILMN_1791647	-1.92699529033333	9.07906445742857	-22.1508393818587	3.07764980964218e-09	1.33984030743831e-07	11.7900757579422	ASIP
ILMN_1744693	1.84094130566667	7.44449616171429	22.1478962828193	3.08131741718192e-09	1.33984030743831e-07	11.7887989028765	FGF2
ILMN_1729225	1.82609407016667	5.67639660014286	22.1460115509039	3.08366866045217e-09	1.33984030743831e-07	11.7879811258272	SORCS2
ILMN_1690945	2.18266263216667	6.01841049514286	22.1078192046843	3.13174526758969e-09	1.35871348387206e-07	11.7713942178222	CPZ
ILMN_2313946	2.49376017741667	7.175764024	22.100760448667	3.14072145174078e-09	1.35964117163381e-07	11.7683253844892	CPNE7
ILMN_1745395	-1.83288225158333	7.73337344771429	-22.0988395210934	3.14316910772098e-09	1.35964117163381e-07	11.7674900764144	CTCFL
ILMN_3310835	-1.99171966591667	5.51383246328571	-22.0796664769669	3.16771565191059e-09	1.36823824286433e-07	11.759148664294	MIR20B
ILMN_1676247	1.60935617125	5.92977947585714	22.0635124595036	3.18856194769143e-09	1.37407883962529e-07	11.7521149357156	JPH2
ILMN_1794490	-1.74791462225	8.25302505042857	-22.0619225687496	3.19062185741915e-09	1.37407883962529e-07	11.7514223851304	FLJ10781
ILMN_1756578	2.360572749	8.71655888171429	22.04629623696	3.21094643838132e-09	1.38080126942727e-07	11.7446128858234	CHRNA6
ILMN_1694472	1.51125316825	6.386416821	22.0180868654235	3.24800149438974e-09	1.39468803171853e-07	11.7323075171183	GCK
ILMN_1797972	-1.49857430325	8.41188616671429	-21.9904907595313	3.28470991048503e-09	1.40838550115013e-07	11.7202540064114	C2orf65
ILMN_1711681	-1.93781616	8.053739732	-21.9765953911566	3.30336736390526e-09	1.41431452122757e-07	11.7141788720023	SPATS1
ILMN_1746232	1.90975758683333	9.43226790028571	21.9709943692317	3.31092108802346e-09	1.41547918339806e-07	11.7117289593298	KITLG
ILMN_1707591	2.53198564508333	6.54712479471429	21.9633218282954	3.32129960993364e-09	1.41784634222896e-07	11.7083719151102	TNIP3
ILMN_2082209	1.78938060666667	12.6458499071429	21.9377751163112	3.35611687707054e-09	1.43025896442079e-07	11.6971855319796	C20orf100
ILMN_1802524	2.15521339616667	8.62360970742857	21.9348392323279	3.36014399017075e-09	1.43025896442079e-07	11.6958991129578	ICAM5
ILMN_1722073	1.73240281783333	5.933840383	21.9174709455701	3.3840776263115e-09	1.43835578064633e-07	11.6882852224655	MLXIPL
ILMN_2132100	1.96020053883333	5.77133517628571	21.8687916115836	3.45217060806273e-09	1.46517125010314e-07	11.6669122338901	SPANXE
ILMN_2202894	2.24158608725	6.95778098757143	21.8362676177137	3.49851079233227e-09	1.48269013825543e-07	11.6526051772364	F2RL2
ILMN_1803423	1.59398467291667	8.28623665085714	21.8020995704697	3.5479369469883e-09	1.50146435682879e-07	11.6375513880905	ARHGEF6
ILMN_1760347	1.53427956916667	13.0927837657143	21.7875418001883	3.56923023991877e-09	1.50829592461791e-07	11.6311301724936	SRGN
ILMN_1709067	1.6246585165	6.24296331114286	21.7333001637212	3.64982370066536e-09	1.54013093766549e-07	11.6071662675688	SAMD11
ILMN_1768391	1.99270133483333	8.85717009571429	21.715374632532	3.6768994448913e-09	1.54932374451283e-07	11.5992333268084	ARL4C
ILMN_1724994	2.93674366208333	7.24048705214286	21.7004150469552	3.69966563802786e-09	1.55667684209261e-07	11.5926078345009	COL4A2
ILMN_1746116	-2.04966212683333	9.54387016228571	-21.6890359254409	3.71708748763882e-09	1.56176337267579e-07	11.5875649744076	OCA2
ILMN_1782938	-1.94551739625	10.2114401135714	-21.6310782825272	3.80724484324731e-09	1.59735193745698e-07	11.5618379540348	SLC16A10
ILMN_2210934	1.55116693708333	6.92801214257143	21.6225002094925	3.82079329164319e-09	1.60074294056897e-07	11.5580242164523	NR3C2
ILMN_1666556	1.58303204341667	6.36508841242857	21.5955517855063	3.86370504835418e-09	1.61640860487217e-07	11.5460331097089	TRERF1
ILMN_1692742	2.20385186491667	8.38565704014286	21.5916224743164	3.87000642948148e-09	1.61673521094672e-07	11.5442834261195	DENND3
ILMN_1666545	1.84561720583334	11.24873431	21.5662222211728	3.91101616319427e-09	1.63154000483112e-07	11.5329650871557	GCNT1
ILMN_1771260	1.61457361725	6.24851806757143	21.5618425568941	3.91813585082394e-09	1.63218504112915e-07	11.5310121343942	B3GNT4
ILMN_2197365	2.43614546483333	10.0001861254286	21.5544593853635	3.93017063796421e-09	1.63487282859065e-07	11.5277189585853	RGS2
ILMN_1735930	1.69283279133333	10.6312077722857	21.539336267462	3.95494981723996e-09	1.6428468850762e-07	11.520969872456	KLF2
ILMN_1663816	2.62292605625	8.32637661928571	21.5128532227038	3.99876017433768e-09	1.65869251707477e-07	11.5091394541538	CCDC148
ILMN_1763834	1.418814007	10.6000254391429	21.4919878098999	4.03365612854032e-09	1.67080084475677e-07	11.4998080452899	APLP1
ILMN_2247572	-1.53970960566667	7.51116337028571	-21.4866805767151	4.04258583123713e-09	1.67213454897993e-07	11.4974330740548	SSX1
ILMN_1737416	1.65018233783333	9.83365640557143	21.4414196088216	4.11963579275805e-09	1.7016013285038e-07	11.4771545580441	PGBD3
ILMN_1759818	-1.876996464	8.734868866	-21.4356366539743	4.12959705973394e-09	1.70331337879308e-07	11.4745604419745	SORL1
ILMN_1718960	2.12714861666667	11.3357794985714	21.4271175289554	4.14432007948293e-09	1.70698190615552e-07	11.4707376341472	SERPINB8
ILMN_2341611	3.32252965516667	8.89640307171429	21.4189048521573	4.15856855089476e-09	1.71044494400215e-07	11.4670508709138	CDCP1
ILMN_1802434	2.150835511	6.56330307342857	21.4015216855302	4.18890656980658e-09	1.72050671664496e-07	11.4592426112693	JPH2
ILMN_1774447	2.19453368416667	7.65734200142857	21.3571911887585	4.26739031319549e-09	1.74611173051433e-07	11.4393006850145	AMPD3
ILMN_1797531	1.54168822166667	11.5992687014286	21.3571230889254	4.26751212488295e-09	1.74611173051433e-07	11.4392700180627	PRKAG2
ILMN_1671039	-2.10974635725	8.220554239	-21.3562163668883	4.26913436588103e-09	1.74611173051433e-07	11.4388616903618	GALNT3
ILMN_1792014	2.83747278333333	8.47740180971429	21.3456619403137	4.28806791571884e-09	1.74960202798123e-07	11.4341073728071	FAM70B
ILMN_2407879	1.73820119291667	8.58222009085714	21.3448008517124	4.28961671876566e-09	1.74960202798123e-07	11.4337193834698	SORBS2
ILMN_1723230	1.51694962641667	6.03376060828571	21.3242019943089	4.32685234441279e-09	1.76233478311722e-07	11.42443318866	PDE5A
ILMN_1705814	1.55829305525	6.60777088742857	21.3102925421444	4.35219830279346e-09	1.77019621246259e-07	11.4181574777335	KRT80
ILMN_1705750	3.31149142483333	11.6500252118571	21.3003937478542	4.37033615998561e-09	1.77510810603576e-07	11.4136887642431	TGM2
ILMN_1700606	-1.38749288258334	7.69742696157143	-21.2794380913568	4.40901074210943e-09	1.78683290974633e-07	11.4042215504947	RNF43
ILMN_1696466	1.62423552016666	7.46688351028571	21.2781470314194	4.4114058178132e-09	1.78683290974633e-07	11.4036379728939	ROPN1L
ILMN_1780799	1.59297312933333	10.4399179002857	21.2358514392954	4.49067200130628e-09	1.81642720384329e-07	11.3844997781912	ENPP2
ILMN_1711818	-1.7467804485	7.89486677771429	-21.2182371644417	4.5241471877436e-09	1.82517434282471e-07	11.3765180948711	PIWIL2
ILMN_1729216	-2.19907475908333	10.1395120452857	-21.2147108789908	4.53088189838394e-09	1.82517434282471e-07	11.3749193928589	CRYAB
ILMN_2369756	1.51440135466667	6.633481046	21.2146519561663	4.53099452700552e-09	1.82517434282471e-07	11.3748926768862	CCDC46
ILMN_1713603	-1.863589121	6.32340004385714	-21.2023282636935	4.55461906979147e-09	1.82915448703585e-07	11.3693033769474	PRKCB1
ILMN_1775520	1.8613699185	6.14517751542857	21.1999726338877	4.55915033206486e-09	1.82915448703585e-07	11.3682346255398	CCDC113
ILMN_1700541	-1.46333181933334	8.51792294428571	-21.1997320640125	4.55961337044961e-09	1.82915448703585e-07	11.3681254719598	FBLN1
ILMN_1679152	-1.51337291041667	5.71252665442857	-21.1849249427852	4.58821399851602e-09	1.83811008134804e-07	11.3614046190442	LGR8
ILMN_2185911	1.59509063658333	5.61633510942857	21.1726027002523	4.61216650454641e-09	1.84518164051423e-07	11.3558079880023	CST4
ILMN_2412192	2.73865139116667	9.35441488342857	21.1677434768259	4.62165012505273e-09	1.84645325937475e-07	11.3536000687025	CFH
ILMN_1813341	1.62525229975	7.48066141585714	21.1615184946581	4.63383083626467e-09	1.84879749373312e-07	11.3507708259286	PTGFR
ILMN_1669052	1.3592701425	11.4406351257143	21.1480526123183	4.66030200194576e-09	1.85682917179567e-07	11.3446477074519	LRRC8E
ILMN_1684349	2.62653784858333	7.70750840828571	21.1314154302835	4.69323888248421e-09	1.8674116939341e-07	11.3370770726938	IL2RB
ILMN_2375879	1.88710376283333	10.566523527	21.1159082965881	4.72417089512872e-09	1.8771688556831e-07	11.3300151938187	VEGFA
ILMN_2170209	1.71516998475	6.70089599514286	21.0839372299379	4.78865869223722e-09	1.90021503796974e-07	11.3154390417124	RASD2
ILMN_1768953	1.833372892	6.23440979657143	21.0779570679312	4.80082900910913e-09	1.90246654305495e-07	11.3127100876929	SDC1
ILMN_3230215	2.10318511825	8.43028200357143	21.063815162679	4.82974595029348e-09	1.91133932641006e-07	11.3062535138623	TOX2
ILMN_3236080	1.50065786016666	6.77440714557143	21.0595221028577	4.83856240315538e-09	1.912244264189e-07	11.3042926184539	FAM26E
ILMN_2367440	1.72913038016667	8.60486973028571	21.0517197332238	4.85463143671904e-09	1.91600918631155e-07	11.3007277715697	WDR17
ILMN_1804870	-1.517108926	10.4075778937143	-21.04649470464	4.86542546333955e-09	1.91768485456122e-07	11.2983397419799	PRKG2
ILMN_1738825	1.49400394008333	5.95748861185714	21.0328931432642	4.89364887563359e-09	1.92621649627594e-07	11.2921205009436	HIC1
ILMN_1712632	2.05154358691667	6.82313237042857	21.028889023667	4.90199198991375e-09	1.9269105426124e-07	11.2902888594161	XDH
ILMN_1763267	1.64363008416667	6.07952508728571	21.0228892849413	4.91452274784949e-09	1.9292466309755e-07	11.2875436793777	ZFYVE28
ILMN_1666656	2.49009723025	7.288502586	21.0197115115549	4.92117405822428e-09	1.92927151666798e-07	11.2860893666411	KCNK2
ILMN_1741281	-1.59334716216667	8.319036205	-21.0079945833958	4.94578474013561e-09	1.93632762185657e-07	11.2807251644723	RNF175
ILMN_1761577	3.48901435075	8.41296914414286	20.9862796184824	4.99175695004239e-09	1.95171698640843e-07	11.2707756494678	STEAP3
ILMN_1801051	1.838369339	5.85578864414286	20.9794421255651	5.00633026513917e-09	1.95480509086134e-07	11.2676406323612	PCDHB8
ILMN_1663397	2.405718055	6.44354821742857	20.9737570930233	5.01848313153473e-09	1.95694112525958e-07	11.2650332319612	CAMK2B
ILMN_1814710	1.7258290075	7.58512991028571	20.964875740852	5.03753420813513e-09	1.96020665185533e-07	11.2609584238709	PCDHB5
ILMN_1680856	1.66083356333333	10.1325359021429	20.9636152520109	5.04024452397837e-09	1.96020665185533e-07	11.2603799632189	MAMLD1
ILMN_1681601	-1.673855733	7.25340144871429	-20.9581574751124	5.05199854327058e-09	1.96217211325834e-07	11.2578748847879	SUCNR1
ILMN_2135258	1.60245462925	6.03409764457143	20.9481283943831	5.0736766882091e-09	1.96798174588349e-07	11.2532698834469	RAPGEF3
ILMN_3246722	2.3510433485	8.129461141	20.9427965177023	5.08524362730145e-09	1.96985925430586e-07	11.250820760843	LOC100134259
ILMN_1690783	-1.75691239525	6.06341899685714	-20.9352784664605	5.10160289910819e-09	1.9735857450513e-07	11.247366372944	TREML1
ILMN_1761527	1.78841889141666	5.95447180557143	20.9082446179659	5.16091200477547e-09	1.99389588469459e-07	11.2349344599111	FAM131C
ILMN_1663080	1.481625825	9.67146115857143	20.8615642215553	5.26512970519524e-09	2.03147988691229e-07	11.2134293047942	LFNG
ILMN_1729180	-1.5787115105	8.11551875885714	-20.8485342971923	5.29463465793057e-09	2.04017599944075e-07	11.2074178349178	GATM
ILMN_2104486	1.59592897958333	7.32741847257143	20.8298087284496	5.33735804891631e-09	2.05393601133396e-07	11.1987719463264	GAGE8
ILMN_1673880	1.64435986075	6.35357413314286	20.8184321755565	5.36350065350409e-09	2.06128761991952e-07	11.1935153597505	EFEMP1
